LocationAbbr,Topic,Data_Value,Data_Value_Unit,state,facility_id,activity
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,233961,BIKING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,233961,CAMPING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,233961,FISHING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,233961,HIKING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,233961,HUNTING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,233961,WINTER SPORTS
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,233961,WILDLIFE VIEWING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,239015,HIKING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,248582,AUTO TOURING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,248582,HIKING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,248582,HORSEBACK RIDING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,239004,BIKING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,239004,HIKING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,239004,HORSEBACK RIDING
ID,Heart Disease Mortality,143.4,"per 100,000 population",ID,10071169,HIKING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,224.1,"per 100,000 population",MT,233778,SWIMMING SITE
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,161.8,"per 100,000 population",MT,233778,SWIMMING SITE
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,214.5,"per 100,000 population",MT,233778,SWIMMING SITE
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,297.1,"per 100,000 population",MT,233778,SWIMMING SITE
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,371.9,"per 100,000 population",MT,233778,SWIMMING SITE
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,228.7,"per 100,000 population",MT,233778,SWIMMING SITE
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,292.7,"per 100,000 population",MT,233778,SWIMMING SITE
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,367.2,"per 100,000 population",MT,233778,SWIMMING SITE
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,440.8,"per 100,000 population",MT,233778,SWIMMING SITE
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,531.7,"per 100,000 population",MT,233778,SWIMMING SITE
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234372,BIKING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234372,CAMPING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234372,HIKING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234372,HUNTING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234372,WINTER SPORTS
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234372,WILDLIFE VIEWING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,239863,PICNICKING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,242583,HIKING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,242583,HORSEBACK RIDING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,237194,BOATING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,237194,FISHING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,237194,SWIMMING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,10059653,PICNICKING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234331,CAMPING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234331,FISHING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234331,HIKING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234331,HUNTING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234331,WINTER SPORTS
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,234331,WILDLIFE VIEWING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,239314,CAMPING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,248153,BOATING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,248153,PICNICKING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,248153,WATER SPORTS
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,233778,BIKING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,233778,BOATING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,233778,CAMPING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,233778,FISHING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,233778,HIKING
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,233778,WATER SPORTS
MT,Heart Disease Mortality,362.4,"per 100,000 population",MT,233778,SWIMMING SITE
OR,Heart Disease Mortality,147.7,"per 100,000 population",OR,243702,CAMPING
OR,Heart Disease Mortality,147.7,"per 100,000 population",OR,243702,HIKING
OR,Heart Disease Mortality,147.7,"per 100,000 population",OR,243702,HORSEBACK RIDING
